Project,Species,PacBio?,10x?,HiC-Arima2?,HiC-Dovetail?,HiC-Qiagen?,Primary Assembly?
darwin,Sesia_apiformis,Yes,Yes,Yes,No,No,Yes
darwin,Dasysyrphus_tricinctus,Yes,Yes,No,No,No,No
darwin,Sialis_lutaria,Yes,No,Yes,No,No,No
darwin,Drymus_ryeii,Yes,Yes,No,No,No,No
darwin,Chorthippus_parallelus,Yes,Yes,Yes,No,No,Yes
darwin,Nemophora_metallica,No,No,Yes,No,No,No
darwin,Cosmia_trapezina,Yes,Yes,No,No,No,Yes
darwin,Tiphia_femorata,Yes,No,Yes,No,No,Yes
darwin,Gastrophysa_viridula,Yes,Yes,Yes,No,No,No
darwin,Dolichovespula_sylvestris,Yes,Yes,Yes,No,No,Yes
darwin,Nowickia_ferox,Yes,No,Yes,No,No,Yes
darwin,Rhyacophila_dorsalis,No,Yes,No,No,No,No
darwin,Chrysotoxum_festivum,Yes,Yes,Yes,No,No,No
darwin,Tholera_decimalis,Yes,Yes,No,No,No,No
darwin,Chrysoperla_carnea,Yes,Yes,Yes,No,No,Yes
darwin,Spilarctia_lutea,Yes,Yes,Yes,No,No,Yes
darwin,Atethmia_centrago,Yes,Yes,Yes,No,No,Yes
darwin,Hygrotus_impressopunctatus,No,Yes,Yes,No,No,No
darwin,Glyphotaelius_pellucidus,Yes,No,Yes,No,No,Yes
darwin,Cantharis_rufa,Yes,Yes,Yes,No,No,No
darwin,Pentatoma_rufipes,Yes,No,No,No,No,No
darwin,Sinodendron_cylindricum,Yes,Yes,Yes,No,No,No
darwin,Neophilaenus_lineatus,No,No,Yes,No,No,No
darwin,Brachyptera_putata,Yes,Yes,No,No,No,No
darwin,Zeiraphera_isertana,Yes,Yes,No,No,No,Yes
darwin,Limnius_volckmari,No,No,Yes,No,No,No
darwin,Forficula_auricularia,Yes,Yes,Yes,No,No,No
darwin,Stauropus_fagi,No,Yes,Yes,No,No,No
darwin,Panorpa_germanica,No,Yes,No,No,No,No
darwin,Acupalpus_exiguus,No,No,Yes,No,No,No
darwin,Aeshna_mixta,Yes,Yes,Yes,No,No,No
darwin,Acrobasis_consociella,Yes,Yes,No,No,No,Yes
darwin,Kleidocerys_resedae,Yes,No,No,No,No,No
darwin,Melanomya_nana,No,Yes,No,No,No,No
darwin,Byturus_tomentosus,No,No,Yes,No,No,No
darwin,Tipula_luna,No,No,Yes,No,No,No
darwin,Terellia_serratulae,Yes,Yes,No,No,No,Yes
darwin,Agabus_bipustulatus,No,No,Yes,No,No,No
darwin,Lycopodium_clavatum,No,Yes,No,No,No,No
darwin,Equisetum_telmateia,Yes,Yes,No,No,No,No
darwin,Polypodium_vulgare,Yes,Yes,Yes,No,No,No
darwin,Adiantum_capillus-veneris,No,No,Yes,No,No,No
darwin,Asplenium_scolopendrium,Yes,Yes,No,No,No,No
darwin,Equisetum_hyemale,Yes,No,No,No,No,No
darwin,Equisetum_palustre,Yes,Yes,Yes,No,No,No
darwin,Equisetum_sylvaticum,No,No,Yes,No,No,No
darwin,Huperzia_selago,Yes,No,Yes,No,No,No
darwin,Equisetum_arvense,No,Yes,Yes,No,No,No
darwin,Sphagnum_inundatum,Yes,Yes,No,No,No,No
darwin,Thamnobryum_alopecurum,Yes,Yes,No,No,No,Yes
darwin,Rhytidiadelphus_loreus,Yes,Yes,Yes,No,No,Yes
darwin,Thuidium_delicatulum,Yes,Yes,No,No,No,Yes
darwin,Polytrichum_commune,Yes,Yes,No,No,No,No
darwin,Hylocomiadelphus_triquetrus,Yes,Yes,Yes,No,No,Yes
darwin,Neckera_pumila,Yes,Yes,No,No,No,No
darwin,Isothecium_myosuroides,Yes,Yes,No,No,No,No
darwin,Thuidium_tamariscinum,Yes,Yes,Yes,No,No,Yes
darwin,Lunularia_cruciata,Yes,Yes,Yes,No,No,No
darwin,Bugulina_stolonifera,Yes,Yes,Yes,No,No,Yes
darwin,Watersipora_subatra,Yes,No,No,No,No,No
darwin,Cryptosula_pallasiana,Yes,Yes,Yes,No,No,Yes
darwin,Lineus_longissimus,Yes,Yes,Yes,No,No,Yes
darwin,Bugula_neritina,Yes,Yes,Yes,No,No,No
darwin,Golfingia_elongata,No,Yes,No,No,No,No
darwin,Membranipora_membranacea,Yes,Yes,Yes,No,No,Yes
darwin,Scolelepis_squamata,No,Yes,No,No,No,No
darwin,Harmothoe_impar,Yes,No,Yes,No,No,Yes
darwin,Allolobophora_chlorotica,No,No,Yes,No,No,No
darwin,Eisenia_fetida,Yes,Yes,Yes,No,No,No
darwin,Nereis_pelagica,No,Yes,Yes,No,No,No
darwin,Aporrectodea_rosea,No,No,Yes,No,No,No
darwin,Alentia_gelatinosa,No,No,Yes,No,No,No
darwin,Alitta_virens,Yes,No,Yes,No,No,Yes
darwin,Terebella_lapidaria,Yes,Yes,No,No,No,No
darwin,Spirobranchus_triqueter,No,No,Yes,No,No,No
darwin,Arenicola_marina,No,No,Yes,No,No,No
darwin,Helobdella_stagnalis,Yes,Yes,No,No,No,No
darwin,Erpobdella_octoculata,No,Yes,Yes,No,No,No
darwin,Euclymene_oerstedii,Yes,No,No,No,No,No
darwin,Travisia_forbesii,No,Yes,Yes,No,No,No
darwin,Lepidonotus_clava,Yes,Yes,Yes,No,No,Yes
darwin,Nephtys_longosetosa,No,No,Yes,No,No,No
darwin,Lumbricus_rubellus,Yes,Yes,Yes,No,No,Yes
darwin,Glossiphonia_complanata,Yes,No,Yes,No,No,No
darwin,Spirobranchus_lamarcki,Yes,Yes,Yes,No,No,No
darwin,Octolasion_cyaneum,Yes,Yes,Yes,No,No,No
darwin,Goniada_maculata,Yes,Yes,No,No,No,No
darwin,Aporrectodea_caliginosa,Yes,Yes,Yes,No,No,No
darwin,Amphitritides_gracilis,No,No,Yes,No,No,No
darwin,Hediste_diversicolor,No,Yes,No,No,No,No
darwin,Lumbricus_castaneus,Yes,Yes,No,No,No,No
darwin,Lumbricus_terrestris,Yes,Yes,Yes,No,No,No
darwin,Piscicola_geometra,Yes,Yes,Yes,No,No,Yes
darwin,Sthenelais_limicola,Yes,Yes,Yes,No,No,Yes
darwin,Aporrectodea_longa,No,No,Yes,No,No,No
darwin,Phyllodoce_mucosa,No,No,Yes,No,No,No
darwin,Enchytraeus_crypticus,No,No,Yes,No,No,No
darwin,Eulalia_viridis,No,No,Yes,No,No,No
darwin,Geum_urbanum,Yes,Yes,Yes,No,No,Yes
darwin,Orobanche_minor,No,No,Yes,No,No,No
darwin,Linnaea_borealis,Yes,Yes,No,No,No,No
darwin,Ilex_aquifolium,Yes,Yes,No,No,No,No
darwin,Salix_reticulata,No,No,Yes,No,No,No
darwin,Pentaglottis_sempervirens,Yes,No,No,No,No,No
darwin,Filipendula_ulmaria,Yes,Yes,Yes,No,No,Yes
darwin,Valeriana_officinalis,No,No,Yes,No,No,No
darwin,Carpinus_betulus,Yes,No,No,No,No,No
darwin,Lonicera_periclymenum,No,No,Yes,No,No,No
darwin,Misopates_orontium,Yes,No,Yes,No,No,Yes
darwin,Scutellaria_minor,Yes,No,No,No,No,Yes
darwin,Polygala_vulgaris,No,No,Yes,No,No,No
darwin,Polygonum_aviculare,Yes,Yes,Yes,No,No,Yes
darwin,Nuphar_pumila,No,No,Yes,No,No,No
darwin,Ranunculus_bulbosus,Yes,No,No,No,No,No
darwin,Medicago_arabica,Yes,Yes,Yes,No,No,Yes
darwin,Buxus_sempervirens,Yes,No,Yes,No,No,Yes
darwin,Rhamnus_cathartica,Yes,No,No,No,No,No
darwin,Geranium_columbinum,No,No,Yes,No,No,No
darwin,Alchemilla_alpina,Yes,No,Yes,No,No,No
darwin,Bryonia_dioica,Yes,Yes,Yes,No,No,No
darwin,Teucrium_chamaedrys,No,No,Yes,No,No,No
darwin,Convolvulus_arvensis,Yes,Yes,Yes,No,No,Yes
darwin,Bellis_perennis,Yes,Yes,Yes,No,No,Yes
darwin,Chelidonium_majus,Yes,Yes,Yes,No,No,No
darwin,Populus_tremula,Yes,No,Yes,No,No,No
darwin,Coincya_wrightii,No,No,Yes,No,No,No
darwin,Cicerbita_muralis,Yes,Yes,No,No,No,No
darwin,Euphorbia_lathyris,Yes,Yes,No,No,No,Yes
darwin,Veronica_chamaedrys,Yes,Yes,Yes,No,No,No
darwin,Malus_domestica,Yes,Yes,Yes,No,No,Yes
darwin,Geum_rivale,Yes,No,Yes,No,No,No
darwin,Veronica_hederifolia,Yes,No,No,No,No,No
darwin,Astragalus_glycyphyllos,No,No,Yes,No,No,No
darwin,Pulicaria_dysenterica,Yes,Yes,Yes,No,No,Yes
darwin,Anthyllis_vulneraria,Yes,No,Yes,No,No,No
darwin,Lathraea_clandestina,Yes,No,No,No,No,No
darwin,Viscum_album,Yes,Yes,Yes,No,No,No
darwin,Kalmia_procumbens,No,No,Yes,No,No,No
darwin,Eryngium_campestre,No,No,Yes,No,No,No
darwin,Crataegus_monogyna,Yes,No,No,No,No,No
darwin,Geranium_dissectum,Yes,No,No,No,No,No
darwin,Oxyria_digyna,No,No,Yes,No,No,No
darwin,Campanula_rotundifolia,No,No,Yes,No,No,No
darwin,Myrica_gale,Yes,No,No,No,No,No
darwin,Tilia_cordata,No,No,Yes,No,No,No
darwin,Scrophularia_nodosa,Yes,No,No,No,No,No
darwin,Ailanthus_altissima,Yes,Yes,Yes,No,No,Yes
darwin,Melampyrum_pratense,Yes,No,Yes,No,No,No
darwin,Reynoutria_japonica,Yes,Yes,No,No,No,No
darwin,Lactuca_saligna,No,No,Yes,No,No,No
darwin,Malus_sylvestris,Yes,Yes,Yes,No,No,Yes
darwin,Cerastium_glomeratum,Yes,No,No,No,No,No
darwin,Arabidopsis_thaliana,Yes,Yes,Yes,No,No,Yes
darwin,Arctium_minus,Yes,Yes,Yes,No,No,No
darwin,Smyrnium_perfoliatum,Yes,No,No,No,No,No
darwin,Ballota_nigra,Yes,Yes,Yes,No,No,Yes
darwin,Alnus_glutinosa,Yes,Yes,Yes,No,No,Yes
darwin,Pyrus_cordata,No,No,Yes,No,No,No
darwin,Fagus_sylvatica,No,No,Yes,No,No,No
darwin,Euonymus_europaeus,Yes,No,Yes,No,No,Yes
darwin,Lysimachia_vulgaris,Yes,Yes,Yes,No,No,No
darwin,Solanum_dulcamara,Yes,Yes,Yes,No,No,Yes
darwin,Sorbus_aucuparia,No,Yes,Yes,No,No,No
darwin,Linum_bienne,No,No,Yes,No,No,No
darwin,Adoxa_moschatellina,Yes,Yes,No,No,No,No
darwin,Ononis_repens,No,Yes,No,No,No,No
darwin,Bistorta_vivipara,No,No,Yes,No,No,No
darwin,Acer_campestre,Yes,No,Yes,No,No,No
darwin,Malva_arborea,No,No,Yes,No,No,No
darwin,Ranunculus_acris,Yes,Yes,Yes,No,No,No
darwin,Viola_tricolor,No,No,Yes,No,No,No
darwin,Sambucus_nigra,Yes,Yes,No,No,No,No
darwin,Silene_acaulis,Yes,No,Yes,No,No,No
darwin,Nymphoides_peltata,Yes,Yes,No,No,No,No
darwin,Trollius_europaeus,Yes,Yes,No,No,No,No
darwin,Lythrum_salicaria,Yes,Yes,No,No,No,No
darwin,Menyanthes_trifoliata,No,No,Yes,No,No,No
darwin,Dianthus_deltoides,Yes,Yes,No,No,No,No
darwin,Dasiphora_fruticosa,Yes,No,Yes,No,No,No
darwin,Geranium_rotundifolium,No,No,Yes,No,No,No
darwin,Galium_aparine,Yes,No,No,No,No,No
darwin,Erica_ciliaris,No,No,Yes,No,No,No
darwin,Crataegus_laevigata,Yes,No,No,No,No,No
darwin,Ulex_europaeus,Yes,Yes,Yes,No,No,No
darwin,Knautia_arvensis,Yes,Yes,Yes,No,No,No
darwin,Tanacetum_vulgare,Yes,Yes,Yes,No,No,Yes
darwin,Silene_latifolia,Yes,No,No,No,No,No
darwin,Chaenorhinum_minus,Yes,Yes,Yes,No,No,No
darwin,Erodium_maritimum,Yes,Yes,No,No,No,No
darwin,Onobrychis_viciifolia,Yes,Yes,No,No,No,Yes
darwin,Hedera_helix,Yes,Yes,Yes,No,No,Yes
darwin,Hippophae_rhamnoides,Yes,Yes,No,No,No,Yes
darwin,Honckenya_peploides,Yes,Yes,Yes,No,No,Yes
darwin,Geranium_sylvaticum,Yes,No,Yes,No,No,No
darwin,Cakile_maritima,Yes,No,Yes,No,No,No
darwin,Lycopus_europaeus,Yes,Yes,Yes,No,No,Yes
darwin,Cichorium_intybus,No,No,Yes,No,No,No
darwin,Euphrasia_foulaensis,Yes,No,No,No,No,No
darwin,Silene_dioica,Yes,No,No,No,No,No
darwin,Papaver_somniferum,No,No,Yes,No,No,No
darwin,Sarracenia_purpurea,No,No,Yes,No,No,No
darwin,Plantago_lanceolata,Yes,No,Yes,No,No,No
darwin,Agrostemma_githago,No,No,Yes,No,No,No
darwin,Geranium_robertianum,Yes,No,Yes,No,No,No
darwin,Potentilla_anserina,Yes,Yes,Yes,No,No,Yes
darwin,Cruciata_laevipes,Yes,No,No,No,No,No
darwin,Mercurialis_perennis,Yes,No,No,No,No,No
darwin,Lamium_album,Yes,No,Yes,No,No,No
darwin,Buddleja_davidii,Yes,Yes,Yes,No,No,No
darwin,Helianthemum_apenninum,No,No,Yes,No,No,No
darwin,Clematis_vitalba,Yes,Yes,No,No,No,No
darwin,Hypericum_perforatum,Yes,No,No,No,No,No
darwin,Parietaria_judaica,Yes,Yes,No,No,No,Yes
darwin,Linaria_vulgaris,Yes,No,Yes,No,No,Yes
darwin,Scutellaria_galericulata,Yes,No,Yes,No,No,Yes
darwin,Chamaenerion_angustifolium,Yes,Yes,Yes,No,No,Yes
darwin,Fumaria_officinalis,Yes,Yes,Yes,No,No,Yes
darwin,Hippuris_vulgaris,Yes,No,Yes,No,No,No
darwin,Crithmum_maritimum,No,Yes,Yes,No,No,No
darwin,Sherardia_arvensis,Yes,No,No,No,No,No
darwin,Ligusticum_scoticum,Yes,No,Yes,No,No,No
darwin,Lotus_corniculatus,Yes,No,No,No,No,No
darwin,Papaver_dubium,Yes,Yes,Yes,No,No,No
darwin,Verbena_officinalis,Yes,Yes,Yes,No,No,No
darwin,Mercurialis_annua,Yes,Yes,Yes,No,No,Yes
darwin,Corylus_avellana,No,No,Yes,No,No,No
darwin,Stellaria_media,Yes,Yes,Yes,No,No,No
darwin,Lepidium_draba,Yes,No,No,No,No,No
darwin,Impatiens_glandulifera,Yes,Yes,Yes,No,No,No
darwin,Eupatorium_cannabinum,No,Yes,Yes,No,No,No
darwin,Stachys_palustris,Yes,Yes,Yes,No,No,Yes
darwin,Phyteuma_spicatum,No,No,Yes,No,No,No
darwin,Brassica_oleracea,Yes,Yes,Yes,No,No,No
darwin,Malva_moschata,No,No,Yes,No,No,No
darwin,Melampyrum_sylvaticum,No,Yes,No,No,No,No
darwin,Dryas_octopetala,No,No,Yes,No,No,No
darwin,Plantago_coronopus,Yes,No,No,No,No,No
darwin,Angelica_archangelica,Yes,No,Yes,No,No,No
darwin,Malus_x_robusta,No,No,No,No,No,No
darwin,Vicia_cracca,Yes,Yes,Yes,No,No,No
darwin,Lathyrus_linifolius,Yes,Yes,Yes,No,No,Yes
darwin,Suaeda_vera,Yes,No,No,No,No,Yes
darwin,Brassica_nigra,No,No,Yes,No,No,No
darwin,Viburnum_lantana,Yes,No,No,No,No,No
darwin,Impatiens_noli-tangere,Yes,No,Yes,No,No,No
darwin,Viola_riviniana,No,No,Yes,No,No,No
darwin,Anthriscus_sylvestris,Yes,No,Yes,No,No,No
darwin,Atropa_belladonna,Yes,Yes,No,No,No,No
darwin,Trifolium_pratense,Yes,No,No,No,No,No
darwin,Ribes_rubrum,No,No,Yes,No,No,No
darwin,Chenopodium_album,No,No,Yes,No,No,No
darwin,Ulmus_minor,No,No,Yes,No,No,No
darwin,Ligustrum_vulgare,Yes,Yes,No,No,No,No
darwin,Anagallis_arvensis,No,No,Yes,No,No,No
darwin,Lathraea_squamaria,Yes,No,No,No,No,No
darwin,Kickxia_elatine,No,No,Yes,No,No,No
darwin,Digitalis_purpurea,No,No,Yes,No,No,No
darwin,Fallopia_convolvulus,No,Yes,Yes,No,No,No
darwin,Senecio_vulgaris,Yes,No,No,No,No,No
darwin,Euphorbia_amygdaloides,Yes,No,No,No,No,No
darwin,Veronica_spicata,Yes,No,Yes,No,No,No
darwin,Quercus_robur,Yes,Yes,Yes,No,No,Yes
darwin,Urtica_urens,Yes,Yes,Yes,No,No,Yes
darwin,Vaccinium_uliginosum,No,No,Yes,No,No,No
darwin,Ulex_minor,No,No,Yes,No,No,No
darwin,Vicia_sativa,Yes,No,No,No,No,No
darwin,Calystegia_sepium,Yes,Yes,No,No,No,No
darwin,Rumex_acetosa,No,No,Yes,No,No,No
darwin,Reseda_luteola,No,No,Yes,No,No,No
darwin,Anemone_pulsatilla,Yes,Yes,No,No,No,No
darwin,Chamaemelum_nobile,Yes,Yes,Yes,No,No,No
darwin,Scabiosa_columbaria,No,No,Yes,No,No,No
darwin,Persicaria_maculosa,Yes,Yes,Yes,No,No,No
darwin,Arctostaphylos_uva-ursi,Yes,No,Yes,No,No,No
darwin,Erodium_moschatum,Yes,No,No,No,No,No
darwin,Berberis_aquifolium,Yes,No,No,No,No,No
darwin,Orobanche_hederae,Yes,Yes,No,No,No,No
darwin,Vaccinium_vitis-idaea,No,No,Yes,No,No,No
darwin,Viola_odorata,No,No,Yes,No,No,No
darwin,Thymus_serpyllum,Yes,Yes,No,No,No,No
darwin,Cornus_suecica,Yes,No,Yes,No,No,No
darwin,Salvia_verbenaca,Yes,No,No,No,No,No
darwin,Euphorbia_peplus,Yes,Yes,Yes,No,No,Yes
darwin,Montia_fontana,No,No,Yes,No,No,No
darwin,Alchemilla_arvensis,Yes,No,No,No,No,No
darwin,Lamium_purpureum,Yes,No,No,No,No,No
darwin,Geranium_lucidum,Yes,No,No,No,No,No
darwin,Borago_officinalis,Yes,Yes,No,No,No,No
darwin,Rumex_sanguineus,Yes,Yes,No,No,No,Yes
darwin,Betula_pubescens,Yes,No,Yes,No,No,No
darwin,Tussilago_farfara,Yes,No,No,No,No,No
darwin,Humulus_lupulus,Yes,Yes,Yes,No,No,No
darwin,Cerastium_fontanum,Yes,No,Yes,No,No,No
darwin,Limonium_binervosum,No,No,Yes,No,No,No
darwin,Urtica_dioica,Yes,No,No,No,No,Yes
darwin,Rumex_hydrolapathum,Yes,Yes,Yes,No,No,No
darwin,Salix_herbacea,No,No,Yes,No,No,No
darwin,Lithobius_forficatus,Yes,No,Yes,No,No,No
darwin,Zygiella_x-notata,Yes,Yes,Yes,No,No,No
darwin,Ophyiulus_pilosus,No,No,Yes,No,No,No
darwin,Porcellio_scaber,No,Yes,No,No,No,No
darwin,Anyphaena_numida,No,No,Yes,No,No,No
darwin,Corophium_volutator,No,No,Yes,No,No,No
darwin,Xantho_hydrophilus,Yes,Yes,Yes,No,No,No
darwin,Xantho_pilipes,No,No,Yes,No,No,No
darwin,Enoplognatha_latimana,Yes,Yes,Yes,No,No,No
darwin,Dysdera_crocata,Yes,Yes,No,No,No,No
darwin,Pardosa_saltans,Yes,Yes,No,No,No,No
darwin,Cancer_pagurus,Yes,Yes,Yes,No,No,No
darwin,Alopecosa_pulverulenta,Yes,Yes,Yes,No,No,No
darwin,Dolomedes_fimbriatus,Yes,Yes,No,No,No,No
darwin,Porcellana_platycheles,Yes,No,Yes,No,No,No
darwin,Palaemon_serratus,No,No,Yes,No,No,No
darwin,Amaurobius_similis,Yes,Yes,No,No,No,No
darwin,Sacculina_carcini,Yes,Yes,Yes,No,No,Yes
darwin,Scytodes_thoracica,Yes,No,No,No,No,No
darwin,Eratigena_duellica,No,No,Yes,No,No,No
darwin,Pisaura_mirabilis,Yes,Yes,No,No,No,No
darwin,Macropodia_tenuirostris,No,No,Yes,No,No,No
darwin,Herpetocypris_reptans,No,Yes,No,No,No,No
darwin,Eratigena_saeva,No,No,Yes,No,No,No
darwin,Atypus_affinis,Yes,No,Yes,No,No,Yes
darwin,Dikerogammarus_villosus,No,Yes,Yes,No,No,No
darwin,Diaea_dorsata,No,Yes,No,No,No,No
darwin,Uloborus_plumipes,Yes,No,No,No,No,No
darwin,Chthamalus_montagui,No,Yes,No,No,No,No
darwin,Dicyrtomina_minuta,No,No,Yes,No,No,No
darwin,Linyphia_triangularis,Yes,Yes,No,No,No,No
darwin,Allacma_fusca,No,No,Yes,No,No,No
darwin,Pholcus_phalangioides,Yes,Yes,No,No,No,No
darwin,Metellina_segmentata,Yes,No,Yes,No,No,No
darwin,Tibellus_oblongus,Yes,Yes,No,No,No,No
darwin,Crangonyx_pseudogracilis,Yes,Yes,No,No,No,No
darwin,Dolomedes_plantarius,Yes,Yes,No,No,No,No
darwin,Euscorpius_flavicaudis,Yes,Yes,Yes,No,No,No
darwin,Hippolyte_varians,No,No,Yes,No,No,No
darwin,Zelotes_latreillei,Yes,Yes,No,No,No,No
darwin,Lithobius_variegatus,Yes,Yes,No,No,No,No
darwin,Chelura_terebrans,Yes,No,Yes,No,No,No
darwin,Clubiona_reclusa,Yes,Yes,Yes,No,No,No
darwin,Perforatus_perforatus,Yes,No,No,No,No,No
darwin,Eratigena_atrica,Yes,Yes,Yes,No,No,No
darwin,Chthamalus_stellatus,No,Yes,No,No,No,No
darwin,Philoscia_muscorum,Yes,Yes,Yes,No,No,No
darwin,Necora_puber,No,No,Yes,No,No,No
darwin,Cylindroiulus_punctatus,No,No,Yes,No,No,No
darwin,Clubiona_terrestris,Yes,Yes,No,No,No,No
darwin,Xysticus_cristatus,Yes,Yes,No,No,No,No
darwin,Segestria_senoculata,Yes,Yes,No,No,No,No
darwin,Galathea_squamifera,No,No,Yes,No,No,No
darwin,Clibanarius_erythropus,No,No,Yes,No,No,No
darwin,Cylindroiulus_britannicus,No,No,Yes,No,No,No
darwin,Tachypodoiulus_niger,No,No,Yes,No,No,No
darwin,Idotea_granulosa,Yes,Yes,Yes,No,No,No
darwin,Meta_bourneti,Yes,Yes,Yes,No,No,Yes
darwin,Lithobius_melanops,Yes,Yes,Yes,No,No,No
darwin,Clistosaccus_paguri,Yes,Yes,Yes,No,No,No
darwin,Lepeophtheirus_nordmannii,No,No,No,No,No,No
darwin,Oritoniscus_flavus,No,No,Yes,No,No,No
darwin,Nanogona_polydesmoides,No,No,Yes,No,No,No
darwin,Cymodoce_truncata,No,No,Yes,No,No,No
darwin,Armadillidium_vulgare,No,No,No,No,No,No
darwin,Ommatoiulus_sabulosus,No,No,Yes,No,No,No
darwin,Pagurus_prideaux,No,No,Yes,No,No,No
darwin,Oniscus_asellus,Yes,Yes,Yes,No,No,No
darwin,Pisidia_longicornis,Yes,Yes,Yes,No,No,No
darwin,Semibalanus_balanoides,Yes,Yes,Yes,No,No,No
darwin,Pagurus_bernhardus,Yes,Yes,Yes,No,No,No
darwin,Arcitalitrus_sylvaticus,No,No,Yes,No,No,No
darwin,Glomeris_marginata,Yes,Yes,No,No,No,No
darwin,Gammarus_pulex,No,No,Yes,No,No,No
darwin,Zoropsis_spinimana,Yes,Yes,No,No,No,No
darwin,Agelena_labyrinthica,No,Yes,Yes,No,No,No
darwin,Amaurobius_ferox,Yes,Yes,No,No,No,Yes
darwin,Marinogammarus_marinus,No,No,Yes,No,No,No
darwin,Araneus_diadematus,Yes,Yes,No,No,No,No
darwin,Asellus_aquaticus,Yes,Yes,Yes,No,No,No
darwin,Steatoda_bipunctata,Yes,Yes,Yes,No,No,No
darwin,Odiellus_spinosus,Yes,No,No,No,No,No
darwin,Stigmatogaster_subterranea,Yes,Yes,Yes,No,No,No
darwin,Accipiter_gentilis,Yes,Yes,Yes,No,No,Yes
darwin,Fringilla_coelebs,No,No,Yes,No,No,No
darwin,Calonectris_borealis,Yes,No,Yes,No,No,No
darwin,Phaethon_aethereus,Yes,Yes,Yes,No,No,No
darwin,Streptopelia_turtur,Yes,Yes,No,No,No,No
darwin,Erithacus_rubecula,Yes,Yes,No,Yes,No,No
darwin,Caprimulgus_europaeus,Yes,Yes,Yes,No,No,No
darwin,Cinclus_cinclus,No,No,Yes,No,No,No
darwin,Aquila_chrysaetos_chrysaetos,Yes,Yes,No,Yes,No,No
darwin,Sorex_araneus,Yes,Yes,Yes,No,No,No
darwin,Lutra_lutra,Yes,Yes,No,No,No,No
darwin,Orcinus_orca,Yes,No,No,No,No,Yes
darwin,Apodemus_flavicollis,Yes,Yes,No,No,No,No
darwin,Sciurus_carolinensis,Yes,Yes,No,Yes,No,No
darwin,Castor_fiber,No,No,Yes,No,No,No
darwin,Arvicola_amphibius,Yes,Yes,No,Yes,No,No
darwin,Sciurus_vulgaris,Yes,Yes,No,No,No,No
darwin,Cervus_elaphus,Yes,Yes,Yes,No,No,Yes
darwin,Meles_meles,Yes,Yes,Yes,No,No,Yes
darwin,Canis_lupus,Yes,Yes,No,Yes,No,Yes
darwin,Rattus_norvegicus,Yes,Yes,Yes,No,No,No
darwin,Apodemus_sylvaticus,Yes,Yes,Yes,No,No,No
darwin,Pipistrellus_pipistrellus,Yes,Yes,No,Yes,No,No
darwin,Myodes_glareolus,Yes,Yes,Yes,No,No,No
darwin,Rana_temporaria,Yes,Yes,No,Yes,No,No
darwin,Bufo_bufo,Yes,Yes,No,Yes,No,No
